marca,modelo,transmision,color,kilometraje,tipo_motor,capacidad_motor,carroceria,traccion,precio_en_usd,num_fotos,dias_en_catalogo,edad
Mazda,MPV,automatic,other,434523,gasoline,2.5,minivan,front,4400,5,71,19
Mazda,626,mechanical,black,300000,gasoline,2,hatchback,front,500,10,75,29
Mazda,2,mechanical,green,178000,gasoline,1.4,hatchback,front,5500,5,72,12
Mazda,Xedos 9,automatic,silver,265000,gasoline,2.5,sedan,front,3000,7,85,19
Mazda,3,automatic,green,210918,gasoline,1.6,hatchback,front,5500,8,72,15
Mazda,6,automatic,yellow,146450,gasoline,2.3,sedan,front,4500,8,73,17
Mazda,626,mechanical,blue,500000,gasoline,2,sedan,front,2500,9,73,25
Mazda,5,mechanical,silver,150000,gasoline,1.8,minivan,front,7000,3,87,14
Mazda,626,mechanical,red,100000,gasoline,2,hatchback,front,800,8,74,31
Mazda,3,mechanical,silver,160000,gasoline,1.6,sedan,front,6200,13,150,13
Mazda,6,mechanical,grey,197400,diesel,2,hatchback,front,4000,9,74,17
Mazda,3,mechanical,grey,125000,gasoline,2,sedan,front,7150,12,74,13
Mazda,323,mechanical,white,1000000,gasoline,1.6,hatchback,front,700,5,74,29
Mazda,323,mechanical,white,100000,gasoline,1.6,hatchback,front,700,5,150,29
Mazda,323,mechanical,green,360000,gasoline,1.5,hatchback,front,806.22,1,308,23
Mazda,5,automatic,silver,208200,gasoline,2,minivan,front,10800,7,74,9
Mazda,MX-3,mechanical,white,248532,gasoline,1.8,coupe,front,3000,5,74,28
Mazda,3,mechanical,silver,310000,gasoline,2,hatchback,front,5200,6,74,16
Mazda,5,automatic,black,302557,gasoline,2.3,minivan,front,8700,11,153,12
Mazda,3,automatic,brown,78000,gasoline,1.6,hatchback,front,9900,3,75,7
Mazda,323,mechanical,green,250000,gasoline,1.5,hatchback,front,1300,4,132,23
Mazda,6,mechanical,silver,150000,gasoline,1.8,sedan,front,8300,6,75,12
Mazda,323,mechanical,green,123456,gasoline,1.5,hatchback,front,1300,18,177,25
Mazda,MPV,mechanical,silver,400000,gasoline,2,minivan,front,4000,1,76,19
Mazda,CX-5,automatic,silver,39500,gasoline,2.5,suv,all,24300,7,76,5
Mazda,MPV,mechanical,blue,370000,diesel,2.5,minivan,front,1900,4,76,22
Mazda,3,automatic,violet,300000,gasoline,1.6,sedan,front,4600,8,88,14
Mazda,Xedos 6,mechanical,green,345000,gasoline,2,sedan,front,2000,5,76,23
Mazda,MPV,automatic,black,302557,gasoline,3,minivan,front,5500,5,76,16
Mazda,6,automatic,silver,193121,gasoline,2.3,sedan,front,5400,8,77,15
Mazda,323,mechanical,black,273000,diesel,2,sedan,front,2100,15,77,22
Mazda,323,mechanical,green,200000,gasoline,1.5,hatchback,front,500,5,118,26
Mazda,323,mechanical,silver,242000,diesel,2,hatchback,front,1850,19,77,20
Mazda,626,mechanical,grey,458000,diesel,2,universal,front,3319.74,4,78,19
Mazda,626,automatic,green,331525,gasoline,2,sedan,front,2300,9,91,20
Mazda,CX-5,automatic,white,120000,gasoline,2,suv,front,19000,9,78,6
Mazda,6,mechanical,grey,177000,gasoline,2,liftback,front,10300,14,81,10
Mazda,Millenia,automatic,silver,189903,gasoline,2.5,sedan,front,2100,4,81,18
Mazda,626,mechanical,green,550000,diesel,2,sedan,front,1000,2,82,22
Mazda,626,mechanical,silver,322915,gasoline,2,liftback,front,2000,6,82,31
Mazda,323,mechanical,red,362102,gasoline,1.5,hatchback,front,1800,5,83,26
Mazda,Xedos 6,mechanical,silver,350000,gasoline,2,sedan,front,1550,5,83,28
Mazda,CX-9,automatic,silver,4600,gasoline,2.5,suv,all,39500,3,83,2
Mazda,MPV,mechanical,blue,360000,diesel,2.5,minivan,rear,1600,3,83,21
Mazda,5,mechanical,black,230000,gasoline,1.8,minivan,front,8200,8,83,13
Mazda,CX-5,automatic,white,135000,gasoline,2,suv,front,14500,8,84,8
Mazda,Protege,automatic,silver,200000,gasoline,2,hatchback,front,1650,4,84,18
Mazda,626,mechanical,silver,330000,gasoline,1.8,hatchback,front,1500,8,84,28
Mazda,CX-7,automatic,silver,100000,gasoline,2.3,suv,all,6500,7,84,9
Mazda,323,mechanical,red,200000,gasoline,1.5,hatchback,front,1000,7,86,24
Mazda,626,mechanical,other,411000,gasoline,1.8,hatchback,front,550,6,86,24
Mazda,626,mechanical,blue,420000,gasoline,2,sedan,front,1043.34,5,87,28
Mazda,MPV,mechanical,silver,250000,gasoline,2,minivan,front,3990,5,88,19
Mazda,626,mechanical,silver,190000,gasoline,2,sedan,front,2500,5,88,22
Mazda,3,mechanical,black,260000,gasoline,2,sedan,front,5400,8,88,14
Mazda,3,automatic,red,129000,gasoline,1.6,sedan,front,6490,7,89,12
Mazda,6,mechanical,grey,274600,diesel,2,universal,front,6500,13,89,17
Mazda,121,mechanical,yellow,327000,gasoline,1.3,sedan,front,600,5,89,29
Mazda,3,mechanical,red,275000,gasoline,1.6,sedan,front,4900,11,90,15
Mazda,3,automatic,white,134000,gasoline,1.6,sedan,front,9500,6,90,9
Mazda,626,mechanical,silver,280000,gasoline,1.8,sedan,front,1998,7,91,22
Mazda,626,mechanical,blue,237000,gasoline,2,hatchback,front,2850,7,91,21
Mazda,Premacy,mechanical,grey,361000,gasoline,1.8,universal,front,2300,14,91,18
Mazda,3,automatic,black,109435,gasoline,2,sedan,front,9200,5,91,8
Mazda,626,mechanical,red,300000,gasoline,1.8,hatchback,front,2500,24,93,23
Mazda,Premacy,mechanical,blue,550000,diesel,2,minivan,front,3000,9,93,20
Mazda,626,mechanical,white,519000,gasoline,1.8,hatchback,front,1050,5,95,28
Mazda,6,automatic,black,104000,gasoline,2,sedan,front,15500,10,95,6
Mazda,6,automatic,other,281635,gasoline,2.3,sedan,front,5100,3,97,14
Mazda,929,mechanical,grey,344566,gasoline,2.2,sedan,rear,948.5,7,98,32
Mazda,CX-7,automatic,violet,196000,gasoline,2.3,suv,all,7512.09,14,98,12
Mazda,6,automatic,grey,45000,gasoline,2,sedan,front,15000,1,101,11
Mazda,Xedos 9,mechanical,blue,370000,gasoline,2,sedan,front,2600,9,102,23
Mazda,323,mechanical,blue,238000,gasoline,1.6,sedan,front,2500,1,102,19
Mazda,626,mechanical,silver,260000,gasoline,1.8,hatchback,front,1550,10,102,23
Mazda,626,mechanical,green,328822,gasoline,2,sedan,front,2000,6,103,22
Mazda,323,mechanical,red,230000,gasoline,1.5,hatchback,front,1850,8,103,21
Mazda,323,mechanical,blue,223324,gasoline,1.5,hatchback,front,1200,5,104,25
Mazda,CX-7,automatic,silver,180000,gasoline,2.3,suv,all,8399,19,105,13
Mazda,323,mechanical,red,80000,gasoline,1.5,hatchback,front,2000,6,105,22
Mazda,MPV,mechanical,green,391000,diesel,2.5,minivan,rear,2300,2,106,23
Mazda,6,mechanical,grey,300000,gasoline,2,universal,front,3700,3,108,16
Mazda,626,mechanical,green,350000,diesel,2,universal,front,2400,8,109,20
Mazda,626,mechanical,silver,450000,diesel,2,sedan,front,1500,4,109,22
Mazda,6,mechanical,green,230000,gasoline,2,sedan,front,4000,13,109,18
Mazda,6,mechanical,other,209000,gasoline,1.8,sedan,front,4800,8,110,15
Mazda,Xedos 6,mechanical,green,370000,gasoline,2,sedan,front,2200,4,110,24
Mazda,626,mechanical,green,360000,gasoline,1.8,hatchback,front,850,4,111,23
Mazda,6,mechanical,grey,202000,gasoline,1.8,sedan,front,3800,10,112,17
Mazda,Xedos 6,mechanical,grey,70000,gasoline,2,sedan,front,900,6,115,24
Mazda,626,mechanical,red,310000,gasoline,2,hatchback,front,2300,4,115,22
Mazda,626,mechanical,grey,342443,gasoline,1.8,hatchback,front,600,12,116,25
Mazda,323,mechanical,grey,120000,gasoline,1.6,hatchback,front,390,4,116,27
Mazda,Tribute,automatic,silver,297729,gasoline,3,suv,all,4300,3,116,18
Mazda,626,mechanical,white,515000,gasoline,2,hatchback,front,350,11,116,29
Mazda,323,mechanical,blue,240000,gasoline,1.5,hatchback,front,1950,4,118,22
Mazda,323,mechanical,green,415000,gasoline,1.5,hatchback,front,1700,20,120,25
Mazda,6,automatic,grey,134000,gasoline,2,sedan,front,13500,16,124,7
Mazda,626,mechanical,blue,278000,gasoline,1.8,hatchback,front,1850,8,124,26
Mazda,Xedos 9,automatic,black,236000,gasoline,2.5,sedan,front,5000,7,125,18
Mazda,Millenia,automatic,silver,289682,gasoline,2.5,sedan,front,2100,7,125,19
Mazda,323,mechanical,white,285000,gasoline,1.5,hatchback,front,2200,12,125,23
Mazda,MPV,mechanical,silver,280000,diesel,2,minivan,front,5499,2,129,18
Mazda,3,automatic,blue,167000,gasoline,2.3,sedan,front,4200,12,129,15
Mazda,3,automatic,blue,165000,gasoline,2.3,sedan,front,5700,9,129,13
Mazda,626,mechanical,white,300000,gasoline,2,sedan,front,450,7,131,32
Mazda,Premacy,mechanical,silver,300000,diesel,2,minivan,front,4200,5,131,17
Mazda,6,mechanical,black,196400,gasoline,1.8,sedan,front,8200,9,133,12
Mazda,Xedos 9,automatic,blue,950,gasoline,2.5,sedan,front,2000,7,134,25
Mazda,6,mechanical,red,250000,gasoline,2,universal,front,3900,4,135,15
Mazda,CX-7,automatic,black,180000,gasoline,2.3,suv,all,6300,6,137,12
Mazda,6,automatic,red,300000,gasoline,2.3,sedan,front,4700,4,137,14
Mazda,626,mechanical,silver,928591,gasoline,2,hatchback,front,900,5,139,28
Mazda,626,mechanical,silver,360000,diesel,2,hatchback,front,1250,29,139,25
Mazda,Xedos 6,mechanical,silver,300000,gasoline,2,sedan,front,1700,1,140,27
Mazda,626,mechanical,grey,300000,gasoline,1.8,universal,front,2150,6,140,21
Mazda,626,mechanical,white,336460,gasoline,2,hatchback,front,590,12,141,34
Mazda,626,automatic,violet,350000,gasoline,2,sedan,front,2500,8,141,23
Mazda,Millenia,automatic,other,352446,gasoline,2.3,sedan,front,2450,10,141,20
Mazda,CX-7,automatic,other,132000,gasoline,2.3,suv,all,10500,22,143,12
Mazda,626,mechanical,red,380000,gasoline,2,hatchback,front,1200,6,143,27
Mazda,6,mechanical,black,188000,gasoline,1.8,sedan,front,8700,12,144,11
Mazda,323,mechanical,silver,230000,gasoline,1.6,hatchback,front,2750,6,145,17
Mazda,Xedos 6,mechanical,silver,240000,gasoline,2,sedan,front,2000,10,146,26
Mazda,323,mechanical,blue,303000,gasoline,1.5,hatchback,front,1250,6,147,23
Mazda,323,mechanical,green,563980,gasoline,1.8,hatchback,front,758.8,1,147,27
Mazda,626,mechanical,green,350000,gasoline,2,sedan,front,2100,5,148,23
Mazda,6,mechanical,red,130357,gasoline,2.5,sedan,front,9990,5,148,9
Mazda,626,mechanical,green,305000,gasoline,2,hatchback,front,2300,5,148,20
Mazda,323,mechanical,blue,235000,gasoline,1.3,hatchback,front,1450,3,148,23
Mazda,CX-7,automatic,black,103000,gasoline,2.3,suv,all,11000,20,150,9
Mazda,626,mechanical,blue,235000,gasoline,2,hatchback,front,2250,11,150,21
Mazda,626,mechanical,silver,121219,gasoline,2,hatchback,front,700,3,152,33
Mazda,626,mechanical,green,320000,diesel,2,universal,front,2600,11,152,21
Mazda,626,mechanical,black,360000,gasoline,1.8,sedan,front,1500,16,153,26
Mazda,626,mechanical,blue,1000000,gasoline,1.8,hatchback,front,400,5,153,31
Mazda,626,mechanical,silver,163000,gasoline,2,sedan,front,3800,9,155,19
Mazda,323,mechanical,blue,290000,gasoline,1.8,sedan,front,1659.87,3,156,23
Mazda,6,mechanical,silver,330000,diesel,2,universal,front,4300,5,157,18
Mazda,626,mechanical,silver,348000,diesel,2,universal,front,2600,15,157,20
Mazda,Premacy,mechanical,other,341000,diesel,2,minivan,front,2850,12,159,21
Mazda,3,automatic,white,170000,gasoline,2,sedan,front,7800,2,159,11
Mazda,626,mechanical,blue,370000,gasoline,1.8,sedan,front,1250,5,160,28
Mazda,626,mechanical,blue,300000,gasoline,1.8,sedan,front,1400,10,161,22
Mazda,Premacy,mechanical,silver,364000,diesel,2,minivan,front,3000,13,164,16
Mazda,3,automatic,black,198000,gasoline,1.6,sedan,front,6500,6,165,13
Mazda,626,mechanical,red,255000,diesel,2,hatchback,front,1900,3,166,21
Mazda,6,mechanical,black,280000,gasoline,1.8,hatchback,front,4500,3,166,15
Mazda,626,mechanical,grey,450000,diesel,2,hatchback,front,650,12,168,25
Mazda,Xedos 6,mechanical,other,111111,gasoline,1.6,sedan,front,700,5,172,25
Mazda,E2200,mechanical,yellow,230000,diesel,2.2,minibus,rear,650,13,175,23
Mazda,323,mechanical,silver,270000,diesel,2,sedan,front,800,5,175,23
Mazda,6,automatic,blue,201168,gasoline,2.5,sedan,front,9000,6,176,12
Mazda,626,mechanical,other,250000,gasoline,2,sedan,front,2300,4,180,19
Mazda,6,mechanical,black,270000,gasoline,1.8,sedan,front,8500,7,194,9
Mazda,Tribute,mechanical,other,235000,gasoline,2,suv,all,5300,8,197,17
Mazda,626,mechanical,blue,20000,gasoline,1.6,hatchback,front,237.12,1,199,31
Mazda,626,mechanical,black,342333,gasoline,1.8,hatchback,front,1000,9,201,26
Mazda,323,mechanical,silver,147000,gasoline,1.6,hatchback,front,3000,7,205,18
Mazda,Millenia,automatic,silver,240000,gasoline,2.5,sedan,front,3300,7,206,19
Mazda,MPV,automatic,other,268760,gasoline,2.5,minivan,front,3200,4,207,20
Mazda,626,mechanical,silver,396607,gasoline,1.8,hatchback,front,550,1,208,24
Mazda,6,mechanical,silver,222000,gasoline,1.8,hatchback,front,8199,15,210,12
Mazda,6,automatic,violet,138000,gasoline,2,sedan,front,8700,28,215,12
Mazda,CX-7,automatic,grey,172000,gasoline,2.3,suv,all,6999,6,219,12
Mazda,CX-7,automatic,red,85000,gasoline,2.3,suv,front,9100,5,222,13
Mazda,6,mechanical,black,128500,gasoline,1.8,sedan,front,3000,71,237,13
Mazda,6,mechanical,silver,285000,gasoline,2,hatchback,front,4100,12,239,16
Mazda,6,mechanical,other,210000,gasoline,2.3,sedan,front,5999,17,257,14
Mazda,6,mechanical,black,175000,gasoline,2,sedan,front,8500,15,261,12
Mazda,121,mechanical,red,290000,gasoline,1.3,hatchback,front,1000,3,328,23
Mazda,626,mechanical,green,400000,gasoline,1.8,hatchback,front,2500,5,410,23
Mazda,626,mechanical,grey,333333,gasoline,1.6,sedan,front,1200,5,80,30
Mazda,323,mechanical,red,300000,gasoline,1.6,sedan,front,237.12,8,120,29
Land Rover,Range Rover,automatic,blue,331000,gasoline,4.4,suv,all,8100,11,3,15
Land Rover,Range Rover,automatic,red,189000,gasoline,4.2,suv,all,8900,8,61,14
Land Rover,Range Rover Evoque,automatic,white,145000,gasoline,2,suv,all,19900,12,23,8
Land Rover,Range Rover,automatic,silver,400000,diesel,2.5,suv,all,7299,17,102,23
Land Rover,Freelander,automatic,silver,213000,gasoline,2.5,suv,all,4350,11,22,19
Land Rover,Range Rover Sport,automatic,other,117000,gasoline,4.2,suv,all,12900,5,73,11
Land Rover,Discovery,mechanical,green,200000,gasoline,3.9,suv,all,6650,10,81,22
Land Rover,Freelander,mechanical,grey,153000,diesel,2.2,suv,all,9999,16,37,12
Land Rover,Freelander,automatic,silver,241402,gasoline,2.5,suv,all,4990,6,62,17
Land Rover,Range Rover Sport,automatic,black,166012,gasoline,5,suv,all,17600,22,14,10
Land Rover,Range Rover Evoque,automatic,red,107000,diesel,2.2,suv,all,27200,13,47,5
Land Rover,Range Rover Sport,automatic,other,120000,gasoline,4.2,suv,all,12600,23,229,12
Land Rover,Range Rover Evoque,automatic,white,72000,diesel,2.2,suv,all,23700,24,67,8
Land Rover,Range Rover Evoque,automatic,red,117308,diesel,2.2,suv,all,28980,26,20,5
Land Rover,Discovery Sport,automatic,grey,36494,diesel,2,suv,all,32900,26,11,3
Land Rover,Range Rover Evoque,automatic,black,102365,diesel,2.2,suv,all,23900,16,6,7
Land Rover,Range Rover Evoque,automatic,red,71598,gasoline,2,suv,all,31980,26,4,3
Land Rover,Defender,mechanical,green,30452,diesel,2.2,suv,all,39900,16,24,6
Land Rover,Discovery Sport,automatic,orange,13050,diesel,2,suv,all,46700,24,20,2
Land Rover,Range Rover,automatic,black,92649,gasoline,5,suv,all,47900,19,24,7
Land Rover,Freelander,automatic,silver,211000,diesel,2.2,suv,all,9650,22,39,13
Land Rover,Discovery,automatic,black,153000,diesel,3,suv,all,24500,31,68,8
Land Rover,Range Rover,automatic,white,120000,gasoline,4.2,suv,all,9000,6,87,12
Land Rover,Discovery,automatic,other,170560,diesel,2.7,suv,all,9100,14,30,9
Land Rover,Discovery Sport,automatic,green,38000,gasoline,2,suv,all,28950,31,24,5
Land Rover,Freelander,automatic,silver,265000,gasoline,2.2,suv,all,3950,9,19,18
Land Rover,Discovery,automatic,blue,304000,diesel,2.7,suv,all,9450,22,3,16
Land Rover,Freelander,automatic,blue,211000,gasoline,3.2,suv,all,9400,26,2,13
Land Rover,Range Rover,automatic,other,172649,diesel,3.6,suv,all,17500,11,64,10
Land Rover,Freelander,automatic,green,225385,gasoline,2.5,suv,front,5850,20,6,16
Land Rover,Range Rover,automatic,blue,210000,diesel,2.5,suv,all,4800,9,21,19
Land Rover,Range Rover Evoque,automatic,black,143812,diesel,2.2,suv,all,23650,26,46,7
Land Rover,Freelander,mechanical,green,195000,gasoline,1.8,suv,front,4050,4,46,20
Land Rover,Range Rover,automatic,white,230000,gasoline,5,suv,all,19400,12,67,9
Land Rover,Discovery,automatic,silver,220000,gasoline,4.4,suv,all,11000,14,134,12
Land Rover,Range Rover Sport,automatic,orange,108000,gasoline,4.2,suv,all,13000,3,947,15
Land Rover,Discovery Sport,automatic,black,94000,diesel,2.2,suv,all,33999,29,21,4
Land Rover,Discovery,automatic,green,237000,diesel,2.7,suv,all,10999,30,62,14
Land Rover,Discovery Sport,automatic,black,118000,gasoline,2,suv,all,25950,30,7,4
Land Rover,Range Rover,automatic,black,230000,gasoline,5,suv,all,16900,16,46,8
Land Rover,Range Rover Evoque,automatic,brown,40532,gasoline,2,suv,all,26700,19,1,7
Land Rover,Range Rover Sport,automatic,white,280000,diesel,3.6,suv,all,17400,7,32,10
Land Rover,Range Rover Sport,automatic,red,250000,gasoline,4.2,suv,all,8900,23,41,14
Land Rover,Range Rover Sport,automatic,black,253326,gasoline,4.2,suv,all,11500,13,8,13
Land Rover,Range Rover,automatic,blue,210000,diesel,2.5,suv,all,4700,20,21,22
Land Rover,Range Rover Sport,automatic,black,210000,diesel,3.6,suv,all,12400,8,6,12
Land Rover,Freelander,mechanical,grey,286000,diesel,2,suv,all,4600,7,5,21
Land Rover,Discovery,automatic,black,210000,diesel,3,suv,all,18900,14,67,9
Land Rover,Range Rover Sport,automatic,black,230000,diesel,2.7,suv,all,10300,19,16,15
Land Rover,Range Rover Sport,automatic,red,310000,gasoline,4.2,suv,all,13950,11,8,14
Land Rover,Range Rover Evoque,automatic,white,77183,gasoline,2,suv,all,19950,29,19,8
Land Rover,Freelander,mechanical,other,307250,diesel,2,suv,all,5700,8,29,15
Land Rover,Range Rover Evoque,automatic,brown,150500,diesel,2.2,suv,all,28000,5,8,6
Land Rover,Range Rover,automatic,violet,280000,diesel,3.6,suv,all,13000,6,91,11
Land Rover,Discovery,automatic,grey,150000,diesel,2.7,suv,all,12200,7,61,12
Land Rover,Freelander,mechanical,blue,430000,gasoline,1.8,suv,front,4700,6,399,22
Land Rover,Discovery,automatic,silver,149500,diesel,2.5,suv,all,7000,5,1,17
Land Rover,Freelander,mechanical,black,66200,diesel,2.2,suv,all,15200,21,1174,13
Land Rover,Range Rover,automatic,other,345678,gasoline,4,suv,all,3300,1,74,24
Land Rover,Range Rover,automatic,black,236000,gasoline,4.2,suv,all,16000,9,67,13
Land Rover,Freelander,mechanical,green,310000,diesel,2,suv,all,4300,6,62,21
Land Rover,Freelander,mechanical,blue,250000,gasoline,1.8,suv,all,4280,8,60,19
Land Rover,Range Rover,automatic,silver,280000,diesel,3.6,suv,all,11999,10,2,12
Land Rover,Range Rover Sport,automatic,white,130000,diesel,3,suv,all,36499,5,18,6
Land Rover,Range Rover,automatic,black,199000,gasoline,5,suv,all,17000,22,28,11
Land Rover,Discovery,automatic,black,134000,diesel,3,suv,all,28700,13,55,6
Land Rover,Discovery,automatic,blue,163000,diesel,2.7,suv,all,11900,15,75,12
Land Rover,Freelander,mechanical,black,260000,gasoline,1.8,suv,all,3000,1,152,22
Land Rover,Range Rover Sport,automatic,grey,250000,diesel,2.7,suv,all,11850,8,12,14
Land Rover,Range Rover Evoque,automatic,black,90000,gasoline,2,suv,all,28900,8,13,6
Land Rover,Range Rover Sport,automatic,black,450000,diesel,2.7,suv,front,12300,6,27,12
Land Rover,Freelander,automatic,brown,395000,diesel,2,suv,all,4950,13,11,18
Land Rover,Freelander,automatic,blue,285000,diesel,2.2,suv,all,10500,6,46,12
Land Rover,Range Rover Evoque,automatic,black,179000,diesel,2.2,suv,all,22599,28,4,6
Land Rover,Range Rover Sport,automatic,blue,52000,diesel,3,suv,all,48000,25,153,6
Land Rover,Discovery,automatic,grey,290000,diesel,2.7,suv,all,10500,25,82,14
Land Rover,Range Rover Evoque,automatic,red,141230,diesel,2.2,suv,all,17999,19,16,8
Land Rover,Freelander,mechanical,green,225308,gasoline,1.8,suv,all,3950,4,82,21
Land Rover,Range Rover,automatic,black,190000,gasoline,4.4,suv,all,8600,10,6,17
Land Rover,Freelander,mechanical,grey,2500,diesel,2,suv,all,5700,11,5,18
Land Rover,Discovery,automatic,blue,293000,diesel,2.7,suv,all,12200,10,376,12
Land Rover,Defender,mechanical,green,230367,diesel,2.5,suv,all,11000,11,143,23
Land Rover,Range Rover Sport,automatic,black,226000,diesel,3.6,suv,all,13500,7,63,13
Land Rover,Range Rover,automatic,silver,222000,diesel,3,suv,all,9700,4,1236,18
Land Rover,Freelander,automatic,red,150,diesel,2.2,suv,all,10000,6,6,12
Land Rover,Range Rover,automatic,black,210000,diesel,3.6,suv,all,20500,5,9,11
Land Rover,Range Rover,automatic,black,400000,diesel,3,suv,all,9990,5,6,18
Land Rover,Freelander,automatic,silver,160934,gasoline,2.5,suv,all,5000,9,58,18
Land Rover,Freelander,mechanical,red,131000,diesel,2.2,suv,all,9500,10,46,13
Land Rover,Freelander,mechanical,black,9999,diesel,2,hatchback,all,4500,4,11,19
Land Rover,Range Rover,automatic,black,170000,diesel,3.6,suv,all,14999,8,670,12
Land Rover,Freelander,automatic,green,200000,gasoline,2.5,suv,all,4078.54,8,322,19
Land Rover,Freelander,mechanical,green,405000,diesel,2,suv,all,3100,5,17,22
Land Rover,Freelander,automatic,silver,202777,gasoline,2.5,suv,all,5000,14,440,19
Land Rover,Discovery,automatic,grey,151000,gasoline,5,suv,all,17500,15,20,10
Land Rover,Range Rover,automatic,black,197000,gasoline,4.2,suv,all,11500,5,47,12
Land Rover,Range Rover Evoque,automatic,black,120500,diesel,2.2,suv,all,25000,21,9,8
Land Rover,Range Rover Sport,automatic,black,280000,diesel,3.6,suv,all,10600,3,36,13
Land Rover,Freelander,automatic,grey,220000,diesel,2.2,suv,all,11750,6,22,11
Land Rover,Discovery,automatic,blue,162000,diesel,2.7,suv,all,11900,8,125,12
Land Rover,Defender,mechanical,green,276000,diesel,2.5,suv,all,6400,3,9,21
Land Rover,Range Rover,automatic,black,210000,gasoline,4.2,suv,all,8000,7,12,14
Land Rover,Range Rover Sport,automatic,black,306000,diesel,2.7,suv,all,9999,9,10,14
Land Rover,Defender,mechanical,black,108000,diesel,2.4,suv,all,29071.42,17,22,9
Land Rover,Range Rover,mechanical,yellow,60000,gasoline,4,suv,all,20000,2,28,43
Land Rover,Discovery,automatic,black,135000,diesel,3,suv,all,25499,18,15,7
Land Rover,Freelander,automatic,white,182400,gasoline,2.5,suv,all,5399,17,12,16
Land Rover,Range Rover,automatic,black,145000,gasoline,5,suv,all,17500,8,11,10
Land Rover,Range Rover,automatic,brown,232000,gasoline,5,suv,all,22500,17,129,11
Land Rover,Range Rover Sport,automatic,white,91180,diesel,3,suv,all,47250,19,46,7
Land Rover,Range Rover,mechanical,black,413450,diesel,2.5,suv,all,5850,16,70,22
Land Rover,Range Rover Evoque,automatic,grey,112000,diesel,2.2,suv,all,19750,18,16,8
Land Rover,Discovery,automatic,grey,21000,gasoline,2,suv,all,37200,17,129,5
Land Rover,Discovery,automatic,grey,21000,gasoline,2,suv,all,34999,16,129,5
Land Rover,Freelander,automatic,green,200000,gasoline,2.5,suv,all,3600,10,30,18
Land Rover,Range Rover,automatic,black,360000,diesel,2.5,suv,all,5200,7,73,21
Land Rover,Range Rover Sport,automatic,black,186000,diesel,3,suv,all,20000,4,59,10
Land Rover,Range Rover Sport,automatic,white,169000,gasoline,5,suv,all,19000,10,164,9
Land Rover,Range Rover,automatic,blue,270000,gasoline,4.6,suv,all,2800,6,18,23
Land Rover,Discovery,automatic,black,186000,diesel,3,suv,all,19950,27,140,9
Land Rover,Range Rover Sport,automatic,white,61000,diesel,3,suv,all,49950,30,143,5
Land Rover,Range Rover Sport,automatic,black,97000,gasoline,5,suv,all,22850,29,140,10
Land Rover,Range Rover,automatic,black,205000,diesel,3.6,suv,all,19950,29,38,11
Land Rover,Discovery,automatic,black,192000,diesel,3,suv,all,19000,13,50,9
Land Rover,Range Rover Sport,automatic,black,275000,diesel,3.6,suv,all,13500,13,105,11
Land Rover,Freelander,automatic,black,250000,gasoline,3.2,suv,all,9500,3,20,13
Land Rover,Freelander,automatic,white,41000,diesel,2.2,suv,all,22289.67,7,68,7
Land Rover,Range Rover Evoque,automatic,white,54000,gasoline,2,suv,all,20900,17,35,8
Land Rover,Discovery,mechanical,green,350000,diesel,2.5,suv,all,4500,11,21,20
Land Rover,Freelander,automatic,silver,244000,diesel,2.2,suv,all,11700,5,104,11
Land Rover,Range Rover Sport,automatic,black,220000,diesel,3,suv,all,17900,22,172,10
Land Rover,Discovery,automatic,white,412000,gasoline,3.9,suv,all,5200,8,47,22
Land Rover,Range Rover Sport,automatic,black,211000,gasoline,5,suv,all,19000,9,91,10
Land Rover,Range Rover,automatic,black,195000,diesel,4.4,suv,all,22900,11,75,9
Land Rover,Range Rover,automatic,black,217000,diesel,3.6,suv,all,18000,10,89,11
Land Rover,Discovery,mechanical,green,409000,diesel,2.5,suv,all,5450,17,109,18
Land Rover,Range Rover,automatic,green,200000,gasoline,3.9,suv,all,4000,10,106,26
Land Rover,Range Rover Sport,automatic,green,188268,gasoline,5,suv,all,13972.49,11,32,10
Land Rover,Range Rover Sport,automatic,brown,115000,diesel,3,suv,all,37500,3,33,6
Land Rover,Range Rover Sport,automatic,black,260000,diesel,3.6,suv,all,13200,6,39,13
Land Rover,Range Rover,automatic,blue,340000,gasoline,4.2,suv,all,10000,3,347,13
Land Rover,Range Rover Evoque,automatic,white,145000,diesel,2.2,suv,all,17500,6,70,9
Land Rover,Discovery,automatic,black,144000,diesel,3,suv,all,30000,1,45,6
Land Rover,Discovery,automatic,blue,216000,diesel,3,suv,all,14950,9,63,10
Land Rover,Freelander,mechanical,green,140000,gasoline,1.8,suv,all,5000,4,49,18
Land Rover,Range Rover,automatic,black,240000,gasoline,4.2,suv,all,11000,8,86,14
Land Rover,Freelander,mechanical,green,140000,gasoline,1.8,suv,front,5500,4,58,18
Land Rover,Freelander,automatic,red,100000,gasoline,2,suv,all,18950,9,94,6
Land Rover,Freelander,automatic,blue,215000,gasoline,2.5,suv,all,4837.33,5,60,18
Land Rover,Freelander,automatic,blue,321869,gasoline,2.5,suv,all,8300,6,78,17
Land Rover,Freelander,mechanical,silver,207000,diesel,2,suv,all,5350,7,61,21
Land Rover,Freelander,mechanical,green,286463,gasoline,1.8,suv,all,4600,8,62,17
Land Rover,Range Rover Sport,automatic,black,172000,diesel,3,suv,all,17490,14,63,10
